ParticipantID,ParticipantCode,LastName,FirstName,BirthDate,Gender,ParticipantType,RegionID,MaritalStatus
775079,Part-775079,Harry,Fields,11/27/2008,MALE,INDIVIDUAL,782,Single
775097,Part-775097,Jessica,Wallace,7/27/1978,FEMALE,INDIVIDUAL,108,Single
775109,Part-775109,Jeffrey,Bowman,2/27/2008,MALE,INDIVIDUAL,165,Married
775139,Part-775139,Gary,Pierce,2/27/2008,MALE,INDIVIDUAL,188,Married
775146,Part-775146,Alan,Mitchell,11/2/1983,MALE,INDIVIDUAL,566,Married
775184,Part-775184,Linda,Burns,11/13/1981,FEMALE,INDIVIDUAL,297,Single
775394,Part-775394,Teresa,Hicks,12/23/1984,FEMALE,INDIVIDUAL,547,Single
775471,Part-775471,Timothy,Brown,3/13/1972,MALE,INDIVIDUAL,261,Married
775483,Part-775483,Willie,Edwards,8/29/1976,MALE,INDIVIDUAL,120,Single
775654,Part-775654,Stephanie,Garcia,11/18/1976,FEMALE,INDIVIDUAL,18,Single
775802,Part-775802,Jerry,Pierce,7/16/2012,MALE,INDIVIDUAL,420,Married
775806,Part-775806,Joseph,Walker,8/19/1975,MALE,INDIVIDUAL,822,Single
776306,Part-776306,Cynthia,Bradley,1/7/1980,FEMALE,INDIVIDUAL,882,Single
776456,Part-776456,Tammy,Wagner,4/18/1962,FEMALE,INDIVIDUAL,645,Married
776723,Part-776723,Todd,Meyer,5/20/1970,MALE,INDIVIDUAL,867,Single
776725,Part-776725,Samuel,Carr,10/29/1966,MALE,INDIVIDUAL,398,Single
776901,Part-776901,Martha,Bell,2/9/1980,FEMALE,INDIVIDUAL,690,Married
777236,Part-777236,Mary,Larson,1/31/1963,FEMALE,INDIVIDUAL,257,Married
777390,Part-777390,Nancy,Porter,5/5/1969,FEMALE,INDIVIDUAL,399,Married
777415,Part-777415,Carolyn,Garrett,10/20/1958,FEMALE,INDIVIDUAL,652,Divorced
777807,Part-777807,Carl,Wilson,3/26/1977,MALE,INDIVIDUAL,511,Married
778854,Part-778854,Deborah,Moore,12/10/1972,FEMALE,INDIVIDUAL,274,Married
779157,Part-779157,Kathy,Patterson,8/5/1960,FEMALE,INDIVIDUAL,952,Married
779430,Part-779430,Randy,Reyes,4/17/1978,MALE,INDIVIDUAL,13,Single
779663,Part-779663,Laura,Hayes,10/6/1998,FEMALE,INDIVIDUAL,227,Married
779987,Part-779987,Victor,Castillo,6/25/1980,MALE,INDIVIDUAL,184,Married
780109,Part-780109,Lisa,Hudson,5/23/2000,FEMALE,INDIVIDUAL,645,Single
780453,Part-780453,Joe,Kelley,3/11/1967,MALE,INDIVIDUAL,103,Married
780508,Part-780508,Andrew,Jacobs,7/15/1968,MALE,INDIVIDUAL,725,Married
780552,Part-780552,Bobby,Reid,3/24/2007,MALE,INDIVIDUAL,640,Single
780683,Part-780683,Kevin,Bradley,5/9/1970,MALE,INDIVIDUAL,707,Married
780758,Part-780758,Kathleen,Harris,8/5/1978,FEMALE,INDIVIDUAL,121,Married
780906,Part-780906,Judy,Williamson,6/18/1979,FEMALE,INDIVIDUAL,191,Married
780908,Part-780908,Adam,Burton,3/24/1984,MALE,INDIVIDUAL,511,Divorced
781093,Part-781093,Christopher,Campbell,11/14/1976,MALE,INDIVIDUAL,775,Married
781476,Part-781476,Diana,Oliver,5/6/2012,FEMALE,INDIVIDUAL,450,Single
781504,Part-781504,Jack,Kennedy,1/22/1980,MALE,INDIVIDUAL,894,Single
781568,Part-781568,Bruce,Webb,7/29/1971,MALE,INDIVIDUAL,971,Married
781572,Part-781572,Brandon,Hamilton,11/25/1969,MALE,INDIVIDUAL,861,Married
781592,Part-781592,Billy,Reynolds,6/8/1976,MALE,INDIVIDUAL,521,Married
781635,Part-781635,Robert,Chavez,12/15/1970,MALE,INDIVIDUAL,508,Married
781790,Part-781790,Johnny,Wells,2/15/1978,MALE,INDIVIDUAL,848,Single
782049,Part-782049,Johnny,Anderson,6/11/1961,MALE,INDIVIDUAL,357,Married
782163,Part-782163,Robin,Little,6/14/1977,FEMALE,INDIVIDUAL,439,Married
782278,Part-782278,Ann,Reed,3/3/2006,FEMALE,INDIVIDUAL,602,Single
782566,Part-782566,Joe,Rice,3/24/1976,MALE,INDIVIDUAL,923,Married
782869,Part-782869,Jason,Mcdonald,3/26/1965,MALE,INDIVIDUAL,894,Divorced
783017,Part-783017,Samuel,Gonzalez,2/22/1950,MALE,INDIVIDUAL,133,Single
783037,Part-783037,Michelle,White,1/21/1972,FEMALE,INDIVIDUAL,406,Married
783225,Part-783225,Frank,Scott,10/29/1973,MALE,INDIVIDUAL,422,Single
784973,Part-784973,Phyllis,Jenkins,8/17/1982,FEMALE,INDIVIDUAL,51,Married
785023,Part-785023,Wanda,Nelson,11/7/1977,FEMALE,INDIVIDUAL,158,Married
785449,Part-785449,Sandra,Ross,1/27/1962,FEMALE,INDIVIDUAL,159,Married
785625,Part-785625,Dorothy,Freeman,8/28/1972,FEMALE,INDIVIDUAL,865,Single
785782,Part-785782,Evelyn,Bell,3/22/1983,FEMALE,INDIVIDUAL,536,Single
785798,Part-785798,Cheryl,Bell,2/14/2011,FEMALE,INDIVIDUAL,319,Married
785899,Part-785899,Samuel,Gutierrez,10/8/1965,MALE,INDIVIDUAL,258,Married
786065,Part-786065,Julia,Mason,5/20/1979,FEMALE,INDIVIDUAL,42,Married
786620,Part-786620,Gregory,Rodriguez,4/3/2003,MALE,INDIVIDUAL,569,Divorced
787539,Part-787539,Charles,Evans,9/7/1952,MALE,INDIVIDUAL,362,Married
787917,Part-787917,Sandra,Cole,12/25/1963,FEMALE,INDIVIDUAL,366,Married
787997,Part-787997,Mark,Montgomery,7/21/1974,MALE,INDIVIDUAL,239,Single
788162,Part-788162,Rose,Long,5/19/1990,FEMALE,INDIVIDUAL,854,Single
788477,Part-788477,Jonathan,Johnson,5/6/1980,MALE,INDIVIDUAL,543,Married
788643,Part-788643,Ernest,Hansen,8/4/1972,MALE,INDIVIDUAL,754,Married
788666,Part-788666,Betty,Russell,10/24/1978,FEMALE,INDIVIDUAL,165,Divorced
788671,Part-788671,Debra,Murray,10/27/1975,FEMALE,INDIVIDUAL,348,Married
788952,Part-788952,Cynthia,Bryant,6/26/2010,FEMALE,INDIVIDUAL,171,Single
788985,Part-788985,Kenneth,Parker,1/19/1975,MALE,INDIVIDUAL,911,Married
788988,Part-788988,Justin,Harvey,9/26/1975,MALE,INDIVIDUAL,495,Married
789213,Part-789213,Helen,Oliver,6/27/2002,FEMALE,INDIVIDUAL,515,Married
789214,Part-789214,Bruce,Larson,9/26/1971,MALE,INDIVIDUAL,276,Single
789740,Part-789740,Katherine,Shaw,5/7/1958,FEMALE,INDIVIDUAL,227,Single
789741,Part-789741,Frances,Burton,1/16/1980,FEMALE,INDIVIDUAL,287,Single
789753,Part-789753,Jesse,Sanders,6/21/1950,MALE,INDIVIDUAL,301,Single
789836,Part-789836,Michelle,Harper,9/24/1971,FEMALE,INDIVIDUAL,227,Single
790264,Part-790264,Carlos,Sanders,5/22/1976,MALE,INDIVIDUAL,321,Single
790291,Part-790291,Julie,Morgan,10/13/1976,FEMALE,INDIVIDUAL,979,Married
790372,Part-790372,Benjamin,Freeman,3/22/1953,MALE,INDIVIDUAL,414,Married
790497,Part-790497,Wayne,Walker,9/9/2009,MALE,INDIVIDUAL,356,Married
790505,Part-790505,Craig,Montgomery,2/3/1975,MALE,INDIVIDUAL,797,Married
790828,Part-790828,Frances,Bradley,4/25/1963,FEMALE,INDIVIDUAL,170,Married
790948,Part-790948,George,Moore,1/1/1978,MALE,INDIVIDUAL,845,Single
791008,Part-791008,James,Garza,9/21/1976,MALE,INDIVIDUAL,9,Single
791070,Part-791070,Sarah,Price,1/16/2012,FEMALE,INDIVIDUAL,680,Married
791447,Part-791447,Chris,Lane,9/5/1976,MALE,INDIVIDUAL,309,Married
791504,Part-791504,Joseph,Mitchell,10/8/1962,MALE,INDIVIDUAL,2,Single
791818,Part-791818,Jose,Jordan,5/6/1976,MALE,INDIVIDUAL,325,Married
792064,Part-792064,Joseph,Weaver,6/27/1974,MALE,INDIVIDUAL,595,Married
792071,Part-792071,Tammy,Flores,5/31/1982,FEMALE,INDIVIDUAL,617,Married
792113,Part-792113,Cynthia,Chapman,1/31/1970,FEMALE,INDIVIDUAL,322,Single
792120,Part-792120,Marilyn,Ramirez,9/5/1960,FEMALE,INDIVIDUAL,855,Married
792125,Part-792125,Shawn,Romero,8/2/1964,MALE,INDIVIDUAL,726,Single
792136,Part-792136,Theresa,Sanchez,2/3/1971,FEMALE,INDIVIDUAL,746,Single
792205,Part-792205,Johnny,Rodriguez,11/18/2002,MALE,INDIVIDUAL,430,Married
792208,Part-792208,Donald,Riley,10/9/2001,MALE,INDIVIDUAL,224,Married
792396,Part-792396,Martha,Greene,11/6/1974,FEMALE,INDIVIDUAL,266,Married
792605,Part-792605,Debra,Griffin,2/9/1986,FEMALE,INDIVIDUAL,89,Single
792683,Part-792683,Arthur,Flores,12/1/1966,MALE,INDIVIDUAL,580,Single
792830,Part-792830,Joshua,Kim,12/20/1983,MALE,INDIVIDUAL,977,Married
792863,Part-792863,Debra,Stephens,9/7/1970,FEMALE,INDIVIDUAL,689,Married
792964,Part-792964,Beverly,Rodriguez,2/26/1979,FEMALE,INDIVIDUAL,106,Single
793063,Part-793063,Frank,Lawrence,8/1/1963,MALE,INDIVIDUAL,298,Divorced
793184,Part-793184,Wayne,Gomez,2/8/2003,MALE,INDIVIDUAL,981,Single
793185,Part-793185,Richard,Bishop,9/4/1971,MALE,INDIVIDUAL,449,Married
793331,Part-793331,Gerald,Spencer,9/23/1974,MALE,INDIVIDUAL,166,Single
793412,Part-793412,Andrew,Greene,3/9/1965,MALE,INDIVIDUAL,626,Married
793425,Part-793425,Joe,Olson,5/26/1977,MALE,INDIVIDUAL,597,Single
793539,Part-793539,Sandra,Richards,12/13/2010,FEMALE,INDIVIDUAL,873,Married
793557,Part-793557,Daniel,Martinez,3/9/1975,MALE,INDIVIDUAL,49,Single
793709,Part-793709,Stephen,Carroll,4/30/1953,MALE,INDIVIDUAL,307,Single
793710,Part-793710,Nicholas,Warren,7/5/1970,MALE,INDIVIDUAL,651,Married
793754,Part-793754,Joan,Hamilton,12/28/1955,FEMALE,INDIVIDUAL,464,Divorced
793961,Part-793961,Anne,Lynch,11/2/1976,FEMALE,INDIVIDUAL,179,Married
793993,Part-793993,Shirley,Duncan,11/19/1952,FEMALE,INDIVIDUAL,39,Married
794018,Part-794018,Patricia,Walker,8/8/1986,FEMALE,INDIVIDUAL,155,Single
794305,Part-794305,Christina,Morales,12/10/1975,FEMALE,INDIVIDUAL,658,Married
794402,Part-794402,Raymond,Simmons,11/30/1972,MALE,INDIVIDUAL,429,Married
794469,Part-794469,Eric,Brooks,11/13/1974,MALE,INDIVIDUAL,93,Married
794507,Part-794507,Ralph,Sanders,8/27/1958,MALE,INDIVIDUAL,813,Married
794508,Part-794508,Michael,Harvey,10/24/1988,MALE,INDIVIDUAL,452,Married
794572,Part-794572,Benjamin,Watkins,1/6/1961,MALE,INDIVIDUAL,297,Single
794580,Part-794580,James,Dean,7/8/1994,MALE,INDIVIDUAL,933,Married
794804,Part-794804,Rachel,Baker,6/13/1973,FEMALE,INDIVIDUAL,762,Single
794812,Part-794812,Lillian,Diaz,6/12/2007,FEMALE,INDIVIDUAL,19,Married
795027,Part-795027,Terry,Reid,12/16/1951,MALE,INDIVIDUAL,191,Divorced
795425,Part-795425,Janice,Stewart,5/8/1998,FEMALE,INDIVIDUAL,247,Married
795653,Part-795653,Beverly,Campbell,7/28/1975,FEMALE,INDIVIDUAL,536,Married
795656,Part-795656,Cynthia,Thompson,12/5/1983,FEMALE,INDIVIDUAL,912,Divorced
795702,Part-795702,Samuel,White,2/10/1956,MALE,INDIVIDUAL,846,Divorced
795916,Part-795916,Arthur,Wilson,5/20/1961,MALE,INDIVIDUAL,799,Divorced
795987,Part-795987,Jason,Chapman,4/1/1968,MALE,INDIVIDUAL,590,Married
796316,Part-796316,Carol,Olson,2/9/1980,FEMALE,INDIVIDUAL,465,Divorced
796324,Part-796324,Gloria,Reyes,7/29/1985,FEMALE,INDIVIDUAL,452,Divorced
796346,Part-796346,Eugene,Hayes,9/30/1982,MALE,INDIVIDUAL,963,Married
796499,Part-796499,Pamela,Hawkins,12/11/1981,FEMALE,INDIVIDUAL,515,Married
796633,Part-796633,Jonathan,Watson,9/27/1967,MALE,INDIVIDUAL,541,Single
796714,Part-796714,Arthur,Harper,4/1/1986,MALE,INDIVIDUAL,902,Married
796916,Part-796916,Jessica,Ross,11/14/1980,FEMALE,INDIVIDUAL,437,Single
797027,Part-797027,Lori,Lane,7/1/1995,FEMALE,INDIVIDUAL,767,Married
797147,Part-797147,Michelle,Jordan,3/26/1973,FEMALE,INDIVIDUAL,173,Single
797402,Part-797402,Johnny,Harris,5/16/1969,MALE,INDIVIDUAL,980,Married
797591,Part-797591,Irene,Woods,12/25/1973,FEMALE,INDIVIDUAL,705,Single
797673,Part-797673,Timothy,Cooper,4/27/1972,MALE,INDIVIDUAL,923,Divorced
797763,Part-797763,Frank,Williamson,8/2/1976,MALE,INDIVIDUAL,501,Married
797830,Part-797830,Heather,Bennett,7/18/1960,FEMALE,INDIVIDUAL,66,Married
797831,Part-797831,Corporacion Ltd,,,,COMPANY,657,
797890,Part-797890,Elizabeth,Garcia,6/28/1976,FEMALE,INDIVIDUAL,547,Single
797903,Part-797903,Frank,Crawford,4/13/1969,MALE,INDIVIDUAL,756,Married
797906,Part-797906,Timothy,Simpson,5/16/1967,MALE,INDIVIDUAL,475,Single
798096,Part-798096,Kenneth,Flores,8/3/1972,MALE,INDIVIDUAL,545,Married
798109,Part-798109,Louise,Miller,5/29/2010,FEMALE,INDIVIDUAL,114,Divorced
798336,Part-798336,Brandon,Griffin,11/28/1955,MALE,INDIVIDUAL,609,Married
798439,Part-798439,Melissa,Ross,1/10/1995,FEMALE,INDIVIDUAL,302,Married
798518,Part-798518,Jeffrey,Harper,1/18/1962,MALE,INDIVIDUAL,776,Single
798807,Part-798807,Eugene,Washington,12/10/1976,MALE,INDIVIDUAL,626,Married
798910,Part-798910,Steve,Lewis,11/26/1976,MALE,INDIVIDUAL,700,Married
799075,Part-799075,Eugene,Rodriguez,9/11/1991,MALE,INDIVIDUAL,550,Divorced
799091,Part-799091,Janice,Robinson,4/6/1981,FEMALE,INDIVIDUAL,276,Married
799115,Part-799115,Thomas,Miller,4/11/1961,MALE,INDIVIDUAL,973,Married
799126,Part-799126,Susan,Hicks,5/1/1996,FEMALE,INDIVIDUAL,169,Married
799293,Part-799293,Nancy,West,4/20/1977,FEMALE,INDIVIDUAL,737,Single
799509,Part-799509,Phillip,Fox,12/25/1968,MALE,INDIVIDUAL,220,Divorced
799840,Part-799840,Arthur,Williams,6/23/1969,MALE,INDIVIDUAL,622,Single
800045,Part-800045,Patrick,Lopez,1/10/1972,MALE,INDIVIDUAL,948,Married
800176,Part-800176,Mary,Scott,9/25/1979,FEMALE,INDIVIDUAL,220,Divorced
800470,Part-800470,Sean,Grant,10/4/1979,MALE,INDIVIDUAL,535,Single
800484,Part-800484,Ann,Carter,10/28/1982,FEMALE,INDIVIDUAL,384,Single
800540,Part-800540,Maria,Thomas,12/13/1959,FEMALE,INDIVIDUAL,506,Married
800548,Part-800548,Kathy,Stewart,5/16/1968,FEMALE,INDIVIDUAL,974,Married
800639,Part-800639,Thomas,Cox,1/1/1951,MALE,INDIVIDUAL,508,Married
800736,Part-800736,Kevin,Mills,9/21/1969,MALE,INDIVIDUAL,95,Married
800802,Part-800802,Ryan,Henderson,10/14/1990,MALE,INDIVIDUAL,767,Married
800863,Part-800863,Sandra,Bennett,10/7/1992,FEMALE,INDIVIDUAL,987,Married
801026,Part-801026,Samuel,Cox,11/14/1980,MALE,INDIVIDUAL,643,Married
801130,Part-801130,Antonio,Fisher,4/30/1973,MALE,INDIVIDUAL,751,Divorced
801499,Part-801499,Andrew,Boyd,3/14/1980,MALE,INDIVIDUAL,904,Single
801540,Part-801540,Harry,James,6/2/1973,MALE,INDIVIDUAL,934,Married
801544,Part-801544,Larry,Burton,10/21/1968,MALE,INDIVIDUAL,563,Single
801711,Part-801711,Frances,Patterson,8/26/1977,FEMALE,INDIVIDUAL,856,Married
801796,Part-801796,Evelyn,Kennedy,3/15/2007,FEMALE,INDIVIDUAL,967,Married
802125,Part-802125,Deborah,Edwards,2/24/2010,FEMALE,INDIVIDUAL,173,Married
802127,Part-802127,Melissa,Jones,1/12/2008,FEMALE,INDIVIDUAL,898,Married
802284,Part-802284,Heather,Lawson,7/12/1973,FEMALE,INDIVIDUAL,900,Married
802381,Part-802381,Joseph,Bishop,4/22/1967,MALE,INDIVIDUAL,969,Single
802587,Part-802587,Dennis,Harris,8/18/1971,MALE,INDIVIDUAL,568,Single
802693,Part-802693,Randy,Carr,3/1/1958,MALE,INDIVIDUAL,253,Single
802952,Part-802952,Billy,Sanchez,10/21/1986,MALE,INDIVIDUAL,964,Married
803007,Part-803007,Helen,Williams,5/23/2011,FEMALE,INDIVIDUAL,759,Married
803134,Part-803134,Evelyn,Peterson,11/8/1996,FEMALE,INDIVIDUAL,281,Married
803161,Part-803161,Martin,Meyer,5/31/1963,MALE,INDIVIDUAL,958,Married
803548,Part-803548,Craig,Willis,9/27/1980,MALE,INDIVIDUAL,249,Divorced
803834,Part-803834,Phyllis,Wood,11/2/1964,FEMALE,INDIVIDUAL,383,Single
803923,Part-803923,Betty,Mills,1/2/1988,FEMALE,INDIVIDUAL,285,Married
804061,Part-804061,Brenda,Weaver,1/24/1980,FEMALE,INDIVIDUAL,389,Married
804078,Part-804078,Julia,Day,9/25/2012,FEMALE,INDIVIDUAL,336,Divorced
804085,Part-804085,Evelyn,Flores,8/29/2009,FEMALE,INDIVIDUAL,652,Married
804152,Part-804152,Juan,Fox,8/29/2009,MALE,INDIVIDUAL,516,Single
804205,Part-804205,Adam,Ryan,10/22/1968,MALE,INDIVIDUAL,511,Married
804302,Part-804302,Joyce,Medina,11/18/1969,FEMALE,INDIVIDUAL,411,Single
804740,Part-804740,Roger,Wells,12/19/1958,MALE,INDIVIDUAL,563,Single
804980,Part-804980,Sean,Cook,9/24/1975,MALE,INDIVIDUAL,981,Married
805276,Part-805276,Judith,Johnston,7/22/1975,FEMALE,INDIVIDUAL,438,Single
805400,Part-805400,Nicole,Harvey,9/23/1969,FEMALE,INDIVIDUAL,145,Married
805413,Part-805413,Theresa,Alexander,12/19/1976,FEMALE,INDIVIDUAL,607,Married
805435,Part-805435,Rose,Mendoza,3/9/1970,FEMALE,INDIVIDUAL,661,Married
805587,Part-805587,Martin,Boyd,6/23/1963,MALE,INDIVIDUAL,925,Single
805594,Part-805594,Jimmy,Kennedy,12/8/1956,MALE,INDIVIDUAL,666,Married
806122,Part-806122,Diane,Garza,11/21/2001,FEMALE,INDIVIDUAL,586,Married
806276,Part-806276,Kenneth,Vasquez,7/20/2006,MALE,INDIVIDUAL,181,Married
806277,Part-806277,Alan,Meyer,10/30/1953,MALE,INDIVIDUAL,139,Married
806979,Part-806979,Carol,Reyes,1/19/1969,FEMALE,INDIVIDUAL,238,Married
807044,Part-807044,Nancy,Cole,8/20/1982,FEMALE,INDIVIDUAL,955,Single
807066,Part-807066,Harry,Rivera,6/29/1959,MALE,INDIVIDUAL,717,Single
807121,Part-807121,Kathleen,Alvarez,3/2/1954,FEMALE,INDIVIDUAL,963,Divorced
807326,Part-807326,Carl,Hunt,1/11/1954,MALE,INDIVIDUAL,795,Married
807424,Part-807424,Rose,Spencer,4/1/1982,FEMALE,INDIVIDUAL,864,Single
807541,Part-807541,Jeremy,Price,3/10/1977,MALE,INDIVIDUAL,534,Single
808208,Part-808208,Joyce,Coleman,11/20/1978,FEMALE,INDIVIDUAL,83,Married
808256,Part-808256,Doris,Bryant,7/13/1960,FEMALE,INDIVIDUAL,623,Married
808353,Part-808353,Arthur,Stevens,7/12/1960,MALE,INDIVIDUAL,93,Married
808485,Part-808485,Shirley,Rogers,6/9/1961,FEMALE,INDIVIDUAL,621,Single
808539,Part-808539,Roy,Roberts,10/8/1985,MALE,INDIVIDUAL,52,Single
808757,Part-808757,Joyce,Graham,9/13/1973,FEMALE,INDIVIDUAL,184,Single
808812,Part-808812,Barbara,Martin,10/26/1980,FEMALE,INDIVIDUAL,523,Married
808813,Part-808813,Maria,Day,5/9/1973,FEMALE,INDIVIDUAL,375,Married
809349,Part-809349,Randy,Lane,6/19/1967,MALE,INDIVIDUAL,481,Divorced
809381,Part-809381,Cheryl,Butler,12/24/1969,FEMALE,INDIVIDUAL,390,Divorced
809479,Part-809479,Donald,Sullivan,2/3/1969,MALE,INDIVIDUAL,696,Divorced
809483,Part-809483,William,Hawkins,7/16/2009,MALE,INDIVIDUAL,207,Single
809569,Part-809569,Andrew,Morris,10/6/1966,MALE,INDIVIDUAL,150,Married
809931,Part-809931,Kelly,Hudson,9/28/1960,FEMALE,INDIVIDUAL,80,Married
810354,Part-810354,Julie,Wright,2/20/1981,FEMALE,INDIVIDUAL,499,Single
810375,Part-810375,Carolyn,Rogers,6/7/1959,FEMALE,INDIVIDUAL,715,Married
810510,Part-810510,Kathy,Green,8/15/1951,FEMALE,INDIVIDUAL,804,Single
811526,Part-811526,Carol,Peterson,3/14/1963,FEMALE,INDIVIDUAL,745,Married
811862,Part-811862,David,Stewart,7/5/1982,MALE,INDIVIDUAL,103,Single
811877,Part-811877,Angela,Lopez,5/22/1977,FEMALE,INDIVIDUAL,979,Married
811977,Part-811977,Lori,Rice,6/26/1958,FEMALE,INDIVIDUAL,41,Married
812252,Part-812252,Rebecca,Turner,3/30/1978,FEMALE,INDIVIDUAL,769,Married
812350,Part-812350,Rebecca,Ross,7/14/1972,FEMALE,INDIVIDUAL,307,Married
812504,Part-812504,Catherine,Johnson,1/23/1973,FEMALE,INDIVIDUAL,193,Single
812595,Part-812595,Harold,Dunn,5/12/2005,MALE,INDIVIDUAL,340,Married
812614,Part-812614,George,Wilson,9/18/1990,MALE,INDIVIDUAL,28,Married
812628,Part-812628,David,White,11/9/1968,MALE,INDIVIDUAL,699,Single
812631,Part-812631,Juan,Reid,7/22/1974,MALE,INDIVIDUAL,660,Single
812645,Part-812645,Jeremy,Jackson,1/15/2009,MALE,INDIVIDUAL,258,Married
812703,Part-812703,Teresa,Lawrence,12/4/1965,FEMALE,INDIVIDUAL,2,Single
813012,Part-813012,Ruth,Parker,1/3/1968,FEMALE,INDIVIDUAL,373,Divorced
813154,Part-813154,Elizabeth,Cooper,3/22/1973,FEMALE,INDIVIDUAL,305,Married
813500,Part-813500,Craig,Roberts,6/21/1982,MALE,INDIVIDUAL,724,Married
813576,Part-813576,Amy,Castillo,5/5/1957,FEMALE,INDIVIDUAL,44,Single
813605,Part-813605,Donald,Evans,8/24/1954,MALE,INDIVIDUAL,490,Single
813822,Part-813822,Angela,Bennett,8/12/1985,FEMALE,INDIVIDUAL,169,Divorced
813973,Part-813973,Alan,Ward,7/1/1958,MALE,INDIVIDUAL,870,Single
814284,Part-814284,Dennis,Russell,8/14/1963,MALE,INDIVIDUAL,135,Married
814672,Part-814672,Jeffrey,Jacobs,9/15/1987,MALE,INDIVIDUAL,817,Married
814874,Part-814874,Steven,Peters,4/26/1968,MALE,INDIVIDUAL,293,Married
814920,Part-814920,Patrick,Ramirez,6/23/1978,MALE,INDIVIDUAL,475,Married
815188,Part-815188,Howard,Ross,11/9/1968,MALE,INDIVIDUAL,555,Married
815658,Part-815658,Anna,Vasquez,1/2/1955,FEMALE,INDIVIDUAL,961,Divorced
815719,Part-815719,Sean,Gray,7/7/1971,MALE,INDIVIDUAL,111,Divorced
816034,Part-816034,Virginia,Palmer,6/4/2007,FEMALE,INDIVIDUAL,490,Married
816041,Part-816041,Sara,Ross,4/12/1976,FEMALE,INDIVIDUAL,844,Single
816167,Part-816167,Jonathan,Graham,11/16/1964,MALE,INDIVIDUAL,10,Married
816183,Part-816183,Victor,Wagner,9/2/1996,MALE,INDIVIDUAL,821,Married
816385,Part-816385,Margaret,Lawson,9/16/1970,FEMALE,INDIVIDUAL,911,Divorced
816415,Part-816415,Martin,Mccoy,10/8/1968,MALE,INDIVIDUAL,279,Single
816551,Part-816551,Carol,Morales,5/3/1982,FEMALE,INDIVIDUAL,496,Married
816557,Part-816557,Jean,Lynch,12/12/1978,FEMALE,INDIVIDUAL,829,Married
816847,Part-816847,Donald,West,1/13/1974,MALE,INDIVIDUAL,889,Single
817138,Part-817138,Denise,Garza,9/6/1971,FEMALE,INDIVIDUAL,272,Divorced
817232,Part-817232,Shawn,Stevens,1/7/1961,MALE,INDIVIDUAL,63,Single
817291,Part-817291,Walter,White,6/17/1987,MALE,INDIVIDUAL,706,Single
817295,Part-817295,Sean,Jordan,1/21/2011,MALE,INDIVIDUAL,739,Married
817402,Part-817402,Karen,Larson,2/20/1968,FEMALE,INDIVIDUAL,552,Married
817508,Part-817508,Rebecca,Vasquez,3/5/1966,FEMALE,INDIVIDUAL,91,Divorced
817566,Part-817566,Patricia,Sanchez,11/11/1954,FEMALE,INDIVIDUAL,770,Single
817637,Part-817637,Jose,Hayes,7/27/1959,MALE,INDIVIDUAL,409,Married
817728,Part-817728,Bonnie,Hughes,3/15/1982,FEMALE,INDIVIDUAL,538,Married
817734,Part-817734,Lois,Schmidt,7/19/1983,FEMALE,INDIVIDUAL,729,Single
817814,Part-817814,Willie,Garrett,9/12/1962,MALE,INDIVIDUAL,40,Single
817998,Part-817998,Raymond,Ramirez,2/27/1965,MALE,INDIVIDUAL,435,Married
818017,Part-818017,Rebecca,Perry,3/12/1962,FEMALE,INDIVIDUAL,864,Married
818027,Part-818027,Lillian,Wagner,10/17/1980,FEMALE,INDIVIDUAL,756,Married
818105,Part-818105,Joe,Fernandez,8/30/1966,MALE,INDIVIDUAL,832,Single
818527,Part-818527,Adam,Stevens,2/25/1965,MALE,INDIVIDUAL,553,Divorced
818843,Part-818843,Kathy,Mitchell,6/22/1989,FEMALE,INDIVIDUAL,876,Married
819295,Part-819295,Eric,Andrews,8/17/1984,MALE,INDIVIDUAL,574,Single
819384,Part-819384,Philip,Lopez,6/9/2012,MALE,INDIVIDUAL,159,Divorced
819386,Part-819386,Ralph,Roberts,7/31/1970,MALE,INDIVIDUAL,912,Divorced
819453,Part-819453,Benjamin,Lynch,11/19/1980,MALE,INDIVIDUAL,818,Married
819615,Part-819615,Carolyn,Johnson,4/9/1971,FEMALE,INDIVIDUAL,70,Married
819994,Part-819994,Rebecca,Fowler,4/4/1969,FEMALE,INDIVIDUAL,32,Single
820041,Part-820041,Carolyn,Scott,11/24/1982,FEMALE,INDIVIDUAL,991,Divorced
820127,Part-820127,Ruby,Boyd,2/25/1979,FEMALE,INDIVIDUAL,237,Married
820437,Part-820437,Richard,Ferguson,5/7/1970,MALE,INDIVIDUAL,502,Married
820804,Part-820804,Arthur,Olson,5/24/1961,MALE,INDIVIDUAL,449,Divorced
821112,Part-821112,Philip,Hicks,8/30/1978,MALE,INDIVIDUAL,72,Married
821466,Part-821466,Christopher,Gilbert,12/18/1965,MALE,INDIVIDUAL,508,Married
821688,Part-821688,William,Chavez,2/16/1960,MALE,INDIVIDUAL,231,Married
822194,Part-822194,Terry,Mendoza,11/5/1953,MALE,INDIVIDUAL,140,Married
822199,Part-822199,The Corp,,,,COMPANY,300,
822200,Part-822200,Paula,Peters,12/7/2011,FEMALE,INDIVIDUAL,50,Single
822262,Part-822262,Susan,Howell,10/24/1963,FEMALE,INDIVIDUAL,191,Single
822643,Part-822643,Maria,Murray,4/5/1994,FEMALE,INDIVIDUAL,467,Married
822704,Part-822704,Diana,Simpson,11/7/1969,FEMALE,INDIVIDUAL,217,Married
